Team_1,Team_1_number,Team_2,Team_2_number,Winner_team,Winner_team_number,Margin,Ground,Ground_number,Match Date,Scorecard,Match_number,Match_Type
Australia,2,Pakistan,7,Australia,2,8 wickets,Sharjah,59392,"Mar 22, 2019",ODI # 4116,1174238,ODI
Australia,2,Pakistan,7,Australia,2,8 wickets,Sharjah,59392,"Mar 24, 2019",ODI # 4117,1174239,ODI
Australia,2,Pakistan,7,Australia,2,80 runs,Abu Dhabi,59396,"Mar 27, 2019",ODI # 4118,1174240,ODI
Australia,2,Pakistan,7,Australia,2,6 runs,Dubai (DSC),392627,"Mar 29, 2019",ODI # 4119,1174241,ODI
Australia,2,Pakistan,7,Australia,2,20 runs,Dubai (DSC),392627,"Mar 31, 2019",ODI # 4120,1174242,ODI
Ireland,29,England,1,England,1,4 wickets,Dublin (Malahide),58607,"May 3, 2019",ODI # 4127,1161014,ODI
Ireland,29,West Indies,4,West Indies,4,196 runs,Dublin,58604,"May 5, 2019",ODI # 4128,1168508,ODI
Bangladesh,25,West Indies,4,Bangladesh,25,8 wickets,Dublin,58604,"May 7, 2019",ODI # 4129,1168509,ODI
England,1,Pakistan,7,no result,,,The Oval,57127,"May 8, 2019",ODI # 4130,1152841,ODI
Ireland,29,West Indies,4,West Indies,4,5 wickets,Dublin (Malahide),58607,"May 11, 2019",ODI # 4132,1168511,ODI
England,1,Pakistan,7,England,1,12 runs,Southampton,57312,"May 11, 2019",ODI # 4133,1152842,ODI
Bangladesh,25,West Indies,4,Bangladesh,25,5 wickets,Dublin (Malahide),58607,"May 13, 2019",ODI # 4134,1168512,ODI
England,1,Pakistan,7,England,1,6 wickets,Bristol,56831,"May 14, 2019",ODI # 4135,1152843,ODI
Ireland,29,Bangladesh,25,Bangladesh,25,6 wickets,Dublin,58604,"May 15, 2019",ODI # 4136,1168513,ODI
Bangladesh,25,West Indies,4,Bangladesh,25,5 wickets,Dublin (Malahide),58607,"May 17, 2019",ODI # 4137,1168514,ODI
England,1,Pakistan,7,England,1,3 wickets,Nottingham,57219,"May 17, 2019",ODI # 4138,1152844,ODI
Ireland,29,Afghanistan,40,Ireland,29,72 runs,Belfast,58588,"May 19, 2019",ODI # 4139,1168515,ODI
England,1,Pakistan,7,England,1,54 runs,Leeds,57092,"May 19, 2019",ODI # 4140,1152845,ODI
Ireland,29,Afghanistan,40,Afghanistan,40,126 runs,Belfast,58588,"May 21, 2019",ODI # 4141,1168516,ODI
England,1,South Africa,3,England,1,104 runs,The Oval,57127,"May 30, 2019",ODI # 4143,1144483,ODI
Pakistan,7,West Indies,4,West Indies,4,7 wickets,Nottingham,57219,"May 31, 2019",ODI # 4144,1144484,ODI
New Zealand,5,Sri Lanka,8,New Zealand,5,10 wickets,Cardiff,56874,"Jun 1, 2019",ODI # 4145,1144485,ODI
Afghanistan,40,Australia,2,Australia,2,7 wickets,Bristol,56831,"Jun 1, 2019",ODI # 4146,1144486,ODI
Bangladesh,25,South Africa,3,Bangladesh,25,21 runs,The Oval,57127,"Jun 2, 2019",ODI # 4147,1144487,ODI
England,1,Pakistan,7,Pakistan,7,14 runs,Nottingham,57219,"Jun 3, 2019",ODI # 4148,1144488,ODI
Afghanistan,40,Sri Lanka,8,Sri Lanka,8,34 runs,Cardiff,56874,"Jun 4, 2019",ODI # 4149,1144489,ODI
India,6,South Africa,3,India,6,6 wickets,Southampton,57312,"Jun 5, 2019",ODI # 4150,1144490,ODI
Bangladesh,25,New Zealand,5,New Zealand,5,2 wickets,The Oval,57127,"Jun 5, 2019",ODI # 4151,1144491,ODI
Australia,2,West Indies,4,Australia,2,15 runs,Nottingham,57219,"Jun 6, 2019",ODI # 4152,1144492,ODI
England,1,Bangladesh,25,England,1,106 runs,Cardiff,56874,"Jun 8, 2019",ODI # 4153,1144494,ODI
Afghanistan,40,New Zealand,5,New Zealand,5,7 wickets,Taunton,57351,"Jun 8, 2019",ODI # 4154,1144495,ODI
Australia,2,India,6,India,6,36 runs,The Oval,57127,"Jun 9, 2019",ODI # 4155,1144496,ODI
South Africa,3,West Indies,4,no result,,,Southampton,57312,"Jun 10, 2019",ODI # 4156,1144497,ODI
Australia,2,Pakistan,7,Australia,2,41 runs,Taunton,57351,"Jun 12, 2019",ODI # 4157,1144499,ODI
England,1,West Indies,4,England,1,8 wickets,Southampton,57312,"Jun 14, 2019",ODI # 4158,1144501,ODI
Australia,2,Sri Lanka,8,Australia,2,87 runs,The Oval,57127,"Jun 15, 2019",ODI # 4159,1144502,ODI
Afghanistan,40,South Africa,3,South Africa,3,9 wickets,Cardiff,56874,"Jun 15, 2019",ODI # 4160,1144503,ODI
India,6,Pakistan,7,India,6,89 runs,Manchester,57160,"Jun 16, 2019",ODI # 4161,1144504,ODI
Bangladesh,25,West Indies,4,Bangladesh,25,7 wickets,Taunton,57351,"Jun 17, 2019",ODI # 4162,1144505,ODI
England,1,Afghanistan,40,England,1,150 runs,Manchester,57160,"Jun 18, 2019",ODI # 4163,1144506,ODI
New Zealand,5,South Africa,3,New Zealand,5,4 wickets,Birmingham,56788,"Jun 19, 2019",ODI # 4165,1144507,ODI
Australia,2,Bangladesh,25,Australia,2,48 runs,Nottingham,57219,"Jun 20, 2019",ODI # 4166,1144508,ODI
England,1,Sri Lanka,8,Sri Lanka,8,20 runs,Leeds,57092,"Jun 21, 2019",ODI # 4168,1144509,ODI
Afghanistan,40,India,6,India,6,11 runs,Southampton,57312,"Jun 22, 2019",ODI # 4169,1144510,ODI
New Zealand,5,West Indies,4,New Zealand,5,5 runs,Manchester,57160,"Jun 22, 2019",ODI # 4170,1144511,ODI
Pakistan,7,South Africa,3,Pakistan,7,49 runs,Lord's,57129,"Jun 23, 2019",ODI # 4171,1144512,ODI
Afghanistan,40,Bangladesh,25,Bangladesh,25,62 runs,Southampton,57312,"Jun 24, 2019",ODI # 4172,1144513,ODI
England,1,Australia,2,Australia,2,64 runs,Lord's,57129,"Jun 25, 2019",ODI # 4173,1144514,ODI
New Zealand,5,Pakistan,7,Pakistan,7,6 wickets,Birmingham,56788,"Jun 26, 2019",ODI # 4174,1144515,ODI
India,6,West Indies,4,India,6,125 runs,Manchester,57160,"Jun 27, 2019",ODI # 4175,1144516,ODI
South Africa,3,Sri Lanka,8,South Africa,3,9 wickets,Chester-le-Street,56901,"Jun 28, 2019",ODI # 4176,1144517,ODI
Afghanistan,40,Pakistan,7,Pakistan,7,3 wickets,Leeds,57092,"Jun 29, 2019",ODI # 4177,1144518,ODI
Australia,2,New Zealand,5,Australia,2,86 runs,Lord's,57129,"Jun 29, 2019",ODI # 4178,1144519,ODI
England,1,India,6,England,1,31 runs,Birmingham,56788,"Jun 30, 2019",ODI # 4179,1144520,ODI
Sri Lanka,8,West Indies,4,Sri Lanka,8,23 runs,Chester-le-Street,56901,"Jul 1, 2019",ODI # 4180,1144521,ODI
Ireland,29,Zimbabwe,9,Ireland,29,4 wickets,Bready,58650,"Jul 1, 2019",ODI # 4181,1168517,ODI
Bangladesh,25,India,6,India,6,28 runs,Birmingham,56788,"Jul 2, 2019",ODI # 4182,1144522,ODI
England,1,New Zealand,5,England,1,119 runs,Chester-le-Street,56901,"Jul 3, 2019",ODI # 4183,1144523,ODI
Afghanistan,40,West Indies,4,West Indies,4,23 runs,Leeds,57092,"Jul 4, 2019",ODI # 4184,1144524,ODI
Ireland,29,Zimbabwe,9,Ireland,29,5 runs,Belfast,58588,"Jul 4, 2019",ODI # 4185,1168518,ODI
Bangladesh,25,Pakistan,7,Pakistan,7,94 runs,Lord's,57129,"Jul 5, 2019",ODI # 4186,1144525,ODI
India,6,Sri Lanka,8,India,6,7 wickets,Leeds,57092,"Jul 6, 2019",ODI # 4187,1144526,ODI
Australia,2,South Africa,3,South Africa,3,10 runs,Manchester,57160,"Jul 6, 2019",ODI # 4188,1144527,ODI
Ireland,29,Zimbabwe,9,Ireland,29,6 wickets,Belfast,58588,"Jul 7, 2019",ODI # 4189,1168519,ODI
India,6,New Zealand,5,New Zealand,5,18 runs,Manchester,57160,"Jul 9-10, 2019",ODI # 4190,1144528,ODI
England,1,Australia,2,England,1,8 wickets,Birmingham,56788,"Jul 11, 2019",ODI # 4191,1144529,ODI
England,1,New Zealand,5,tied,,,Lord's,57129,"Jul 14, 2019",ODI # 4192,1144530,ODI
Sri Lanka,8,Bangladesh,25,Sri Lanka,8,91 runs,Colombo (RPS),59306,"Jul 26, 2019",ODI # 4193,1193504,ODI
Sri Lanka,8,Bangladesh,25,Sri Lanka,8,7 wickets,Colombo (RPS),59306,"Jul 28, 2019",ODI # 4194,1193505,ODI
Sri Lanka,8,Bangladesh,25,Sri Lanka,8,122 runs,Colombo (RPS),59306,"Jul 31, 2019",ODI # 4195,1193506,ODI
West Indies,4,India,6,no result,,,Providence,208544,"Aug 8, 2019",ODI # 4196,1188624,ODI
West Indies,4,India,6,India,6,59 runs,Port of Spain,59475,"Aug 11, 2019",ODI # 4197,1188625,ODI
West Indies,4,India,6,India,6,6 wickets,Port of Spain,59475,"Aug 14, 2019",ODI # 4199,1188626,ODI
Pakistan,7,Sri Lanka,8,Pakistan,7,67 runs,Karachi,58956,"Sep 30, 2019",ODI # 4211,1198487,ODI
Pakistan,7,Sri Lanka,8,Pakistan,7,5 wickets,Karachi,58956,"Oct 2, 2019",ODI # 4212,1198488,ODI
Afghanistan,40,West Indies,4,West Indies,4,7 wickets,Lucknow,1070094,"Nov 6, 2019",ODI # 4213,1193497,ODI
Afghanistan,40,West Indies,4,West Indies,4,47 runs,Lucknow,1070094,"Nov 9, 2019",ODI # 4214,1193498,ODI
Afghanistan,40,West Indies,4,West Indies,4,5 wickets,Lucknow,1070094,"Nov 11, 2019",ODI # 4215,1193499,ODI
India,6,West Indies,4,West Indies,4,8 wickets,Chennai,58008,"Dec 15, 2019",ODI # 4221,1187021,ODI
India,6,West Indies,4,India,6,107 runs,Visakhapatnam,58547,"Dec 18, 2019",ODI # 4222,1187022,ODI
India,6,West Indies,4,India,6,4 wickets,Cuttack,58027,"Dec 22, 2019",ODI # 4223,1187023,ODI
West Indies,4,Ireland,29,West Indies,4,5 wickets,Bridgetown,59429,"Jan 7, 2020",ODI # 4226,1203673,ODI
West Indies,4,Ireland,29,West Indies,4,1 wicket,Bridgetown,59429,"Jan 9, 2020",ODI # 4229,1203674,ODI
West Indies,4,Ireland,29,West Indies,4,5 wickets,St George's,59490,"Jan 12, 2020",ODI # 4230,1203675,ODI
India,6,Australia,2,Australia,2,10 wickets,Mumbai,58324,"Jan 14, 2020",ODI # 4231,1187027,ODI
India,6,Australia,2,India,6,36 runs,Rajkot,377285,"Jan 17, 2020",ODI # 4232,1187028,ODI
India,6,Australia,2,India,6,7 wickets,Bengaluru,57897,"Jan 19, 2020",ODI # 4233,1187029,ODI
South Africa,3,England,1,South Africa,3,7 wickets,Cape Town,59068,"Feb 4, 2020",ODI # 4234,1185310,ODI
New Zealand,5,India,6,New Zealand,5,4 wickets,Hamilton,58831,"Feb 5, 2020",ODI # 4235,1187682,ODI
South Africa,3,England,1,no result,,,Durban,59089,"Feb 7, 2020",ODI # 4238,1185311,ODI
New Zealand,5,India,6,New Zealand,5,22 runs,Auckland,58792,"Feb 8, 2020",ODI # 4239,1187683,ODI
South Africa,3,England,1,England,1,2 wickets,Johannesburg,59120,"Feb 9, 2020",ODI # 4242,1185312,ODI
New Zealand,5,India,6,New Zealand,5,5 wickets,Mount Maunganui,444258,"Feb 11, 2020",ODI # 4243,1187684,ODI
Sri Lanka,8,West Indies,4,Sri Lanka,8,1 wicket,Colombo (SSC),59308,"Feb 22, 2020",ODI # 4246,1213871,ODI
Sri Lanka,8,West Indies,4,Sri Lanka,8,161 runs,Hambantota,434210,"Feb 26, 2020",ODI # 4247,1213872,ODI
South Africa,3,Australia,2,South Africa,3,74 runs,Paarl,59147,"Feb 29, 2020",ODI # 4248,1185319,ODI
Bangladesh,25,Zimbabwe,9,Bangladesh,25,169 runs,Sylhet,56689,"Mar 1, 2020",ODI # 4249,1214667,ODI
Sri Lanka,8,West Indies,4,Sri Lanka,8,6 runs,Pallekele,434211,"Mar 1, 2020",ODI # 4250,1213873,ODI
Bangladesh,25,Zimbabwe,9,Bangladesh,25,4 runs,Sylhet,56689,"Mar 3, 2020",ODI # 4251,1214668,ODI
South Africa,3,Australia,2,South Africa,3,6 wickets,Bloemfontein,59042,"Mar 4, 2020",ODI # 4252,1185320,ODI
Bangladesh,25,Zimbabwe,9,Bangladesh,25,123 runs,Sylhet,56689,"Mar 6, 2020",ODI # 4253,1214669,ODI
South Africa,3,Australia,2,South Africa,3,6 wickets,Potchefstroom,59172,"Mar 7, 2020",ODI # 4254,1185321,ODI
Australia,2,New Zealand,5,Australia,2,71 runs,Sydney,56544,"Mar 13, 2020",ODI # 4255,1183537,ODI
New Zealand,5,Bangladesh,25,New Zealand,5,6 wickets,Napier,58857,"Jan 3, 2017",T20I # 574,1019979,T20I
New Zealand,5,Bangladesh,25,New Zealand,5,47 runs,Mount Maunganui,444258,"Jan 6, 2017",T20I # 575,1019981,T20I
New Zealand,5,Bangladesh,25,New Zealand,5,27 runs,Mount Maunganui,444258,"Jan 8, 2017",T20I # 576,1019983,T20I
Afghanistan,40,Ireland,29,Afghanistan,40,5 wickets,Abu Dhabi,59396,"Jan 14, 2017",T20I # 578,1074958,T20I
Afghanistan,40,Ireland,29,Afghanistan,40,10 wickets,Dubai (DSC),392627,"Jan 20, 2017",T20I # 588,1074971,T20I
South Africa,3,Sri Lanka,8,South Africa,3,19 runs,Centurion,59079,"Jan 20, 2017",T20I # 589,936153,T20I
South Africa,3,Sri Lanka,8,Sri Lanka,8,3 wickets,Johannesburg,59120,"Jan 22, 2017",T20I # 590,936155,T20I
South Africa,3,Sri Lanka,8,Sri Lanka,8,5 wickets,Cape Town,59068,"Jan 25, 2017",T20I # 591,936157,T20I
India,6,England,1,England,1,7 wickets,Kanpur,58204,"Jan 26, 2017",T20I # 592,1034825,T20I
India,6,England,1,India,6,5 runs,Nagpur,375326,"Jan 29, 2017",T20I # 593,1034827,T20I
India,6,England,1,India,6,75 runs,Bengaluru,57897,"Feb 1, 2017",T20I # 594,1034829,T20I
New Zealand,5,South Africa,3,South Africa,3,78 runs,Auckland,58792,"Feb 17, 2017",T20I # 595,1020029,T20I
Australia,2,Sri Lanka,8,Sri Lanka,8,5 wickets,Melbourne,56441,"Feb 17, 2017",T20I # 596,1001349,T20I
Australia,2,Sri Lanka,8,Sri Lanka,8,2 wickets,Geelong,56402,"Feb 19, 2017",T20I # 597,1001351,T20I
Australia,2,Sri Lanka,8,Australia,2,41 runs,Adelaide,56293,"Feb 22, 2017",T20I # 598,1001353,T20I
Afghanistan,40,Ireland,29,Afghanistan,40,6 wickets,Greater Noida,942501,"Mar 8, 2017",T20I # 599,1040485,T20I
Afghanistan,40,Ireland,29,Afghanistan,40,17 runs,Greater Noida,942501,"Mar 10, 2017",T20I # 600,1040487,T20I
Afghanistan,40,Ireland,29,Afghanistan,40,28 runs,Greater Noida,942501,"Mar 12, 2017",T20I # 601,1040489,T20I
West Indies,4,Pakistan,7,Pakistan,7,6 wickets,Bridgetown,59429,"Mar 26, 2017",T20I # 602,1077947,T20I
West Indies,4,Pakistan,7,Pakistan,7,3 runs,Port of Spain,59475,"Mar 30, 2017",T20I # 603,1077948,T20I
West Indies,4,Pakistan,7,West Indies,4,7 wickets,Port of Spain,59475,"Apr 1, 2017",T20I # 604,1085495,T20I
West Indies,4,Pakistan,7,Pakistan,7,7 wickets,Port of Spain,59475,"Apr 2, 2017",T20I # 605,1085496,T20I
Sri Lanka,8,Bangladesh,25,Sri Lanka,8,6 wickets,Colombo (RPS),59306,"Apr 4, 2017",T20I # 606,1083449,T20I
Sri Lanka,8,Bangladesh,25,Bangladesh,25,45 runs,Colombo (RPS),59306,"Apr 6, 2017",T20I # 607,1083450,T20I
West Indies,4,Afghanistan,40,West Indies,4,6 wickets,Basseterre,59421,"Jun 2, 2017",T20I # 611,1089776,T20I
West Indies,4,Afghanistan,40,West Indies,4,29 runs,Basseterre,59421,"Jun 3, 2017",T20I # 612,1089777,T20I
West Indies,4,Afghanistan,40,West Indies,4,7 wickets,Basseterre,59421,"Jun 5, 2017",T20I # 613,1089778,T20I
England,1,South Africa,3,England,1,9 wickets,Southampton,57312,"Jun 21, 2017",T20I # 614,1031431,T20I
England,1,South Africa,3,South Africa,3,3 runs,Taunton,57351,"Jun 23, 2017",T20I # 615,1031433,T20I
England,1,South Africa,3,England,1,19 runs,Cardiff,56874,"Jun 25, 2017",T20I # 616,1031435,T20I
West Indies,4,India,6,West Indies,4,9 wickets,Kingston,59458,"Jul 9, 2017",T20I # 617,1098211,T20I
Sri Lanka,8,India,6,India,6,7 wickets,Colombo (RPS),59306,"Sep 6, 2017",T20I # 618,1109610,T20I
England,1,West Indies,4,West Indies,4,21 runs,Chester-le-Street,56901,"Sep 16, 2017",T20I # 622,1031665,T20I
India,6,Australia,2,India,6,9 wickets,Ranchi,485865,"Oct 7, 2017",T20I # 623,1119501,T20I
India,6,Australia,2,Australia,2,8 wickets,Guwahati,680295,"Oct 10, 2017",T20I # 624,1119502,T20I
Pakistan,7,Sri Lanka,8,Pakistan,7,7 wickets,Abu Dhabi,59396,"Oct 26, 2017",T20I # 625,1120291,T20I
South Africa,3,Bangladesh,25,South Africa,3,20 runs,Bloemfontein,59042,"Oct 26, 2017",T20I # 626,1075507,T20I
Pakistan,7,Sri Lanka,8,Pakistan,7,2 wickets,Abu Dhabi,59396,"Oct 27, 2017",T20I # 627,1120292,T20I
South Africa,3,Bangladesh,25,South Africa,3,83 runs,Potchefstroom,59172,"Oct 29, 2017",T20I # 628,1075508,T20I
Pakistan,7,Sri Lanka,8,Pakistan,7,36 runs,Lahore,58967,"Oct 29, 2017",T20I # 629,1120293,T20I
India,6,New Zealand,5,India,6,53 runs,Delhi,58040,"Nov 1, 2017",T20I # 630,1120093,T20I
India,6,New Zealand,5,New Zealand,5,40 runs,Rajkot,377285,"Nov 4, 2017",T20I # 631,1120094,T20I
India,6,New Zealand,5,India,6,6 runs,Thiruvananthapuram,1120086,"Nov 7, 2017",T20I # 632,1120095,T20I
India,6,Sri Lanka,8,India,6,93 runs,Cuttack,58027,"Dec 20, 2017",T20I # 633,1122729,T20I
India,6,Sri Lanka,8,India,6,88 runs,Indore,58150,"Dec 22, 2017",T20I # 634,1122730,T20I
India,6,Sri Lanka,8,India,6,5 wickets,Mumbai,58324,"Dec 24, 2017",T20I # 635,1122731,T20I
New Zealand,5,West Indies,4,New Zealand,5,47 runs,Nelson,424917,"Dec 29, 2017",T20I # 636,1115798,T20I
New Zealand,5,West Indies,4,no result,,,Mount Maunganui,444258,"Jan 1, 2018",T20I # 637,1115799,T20I
New Zealand,5,West Indies,4,New Zealand,5,119 runs,Mount Maunganui,444258,"Jan 3, 2018",T20I # 638,1115800,T20I
New Zealand,5,Pakistan,7,New Zealand,5,7 wickets,Wellington,58899,"Jan 22, 2018",T20I # 639,1115807,T20I
New Zealand,5,Pakistan,7,Pakistan,7,48 runs,Auckland,58792,"Jan 25, 2018",T20I # 640,1115808,T20I
New Zealand,5,Pakistan,7,Pakistan,7,18 runs,Mount Maunganui,444258,"Jan 28, 2018",T20I # 641,1115809,T20I
Australia,2,New Zealand,5,Australia,2,7 wickets,Sydney,56544,"Feb 3, 2018",T20I # 642,1072316,T20I
Afghanistan,40,Zimbabwe,9,Afghanistan,40,5 wickets,Sharjah,59392,"Feb 5, 2018",T20I # 643,1134031,T20I
Afghanistan,40,Zimbabwe,9,Afghanistan,40,17 runs,Sharjah,59392,"Feb 6, 2018",T20I # 644,1134032,T20I
Australia,2,England,1,Australia,2,5 wickets,Hobart,56407,"Feb 7, 2018",T20I # 645,1072317,T20I
Australia,2,England,1,Australia,2,7 wickets,Melbourne,56441,"Feb 10, 2018",T20I # 646,1072318,T20I
New Zealand,5,England,1,New Zealand,5,12 runs,Wellington,58899,"Feb 13, 2018",T20I # 647,1072319,T20I
Bangladesh,25,Sri Lanka,8,Sri Lanka,8,6 wickets,Dhaka,236761,"Feb 15, 2018",T20I # 648,1130746,T20I
New Zealand,5,Australia,2,Australia,2,5 wickets,Auckland,58792,"Feb 16, 2018",T20I # 649,1072320,T20I
New Zealand,5,England,1,England,1,2 runs,Hamilton,58831,"Feb 18, 2018",T20I # 650,1072321,T20I
Bangladesh,25,Sri Lanka,8,Sri Lanka,8,75 runs,Sylhet,56689,"Feb 18, 2018",T20I # 651,1130747,T20I
South Africa,3,India,6,India,6,28 runs,Johannesburg,59120,"Feb 18, 2018",T20I # 652,1122285,T20I
New Zealand,5,Australia,2,Australia,2,19 runs,Auckland,58792,"Feb 21, 2018",T20I # 653,1072322,T20I
South Africa,3,India,6,South Africa,3,6 wickets,Centurion,59079,"Feb 21, 2018",T20I # 654,1122286,T20I
South Africa,3,India,6,India,6,7 runs,Cape Town,59068,"Feb 24, 2018",T20I # 655,1122287,T20I
Sri Lanka,8,India,6,Sri Lanka,8,5 wickets,Colombo (RPS),59306,"Mar 6, 2018",T20I # 656,1133817,T20I
Bangladesh,25,India,6,India,6,6 wickets,Colombo (RPS),59306,"Mar 8, 2018",T20I # 657,1133818,T20I
Sri Lanka,8,Bangladesh,25,Bangladesh,25,5 wickets,Colombo (RPS),59306,"Mar 10, 2018",T20I # 658,1133819,T20I
Sri Lanka,8,India,6,India,6,6 wickets,Colombo (RPS),59306,"Mar 12, 2018",T20I # 659,1133820,T20I
Bangladesh,25,India,6,India,6,17 runs,Colombo (RPS),59306,"Mar 14, 2018",T20I # 660,1133821,T20I
Sri Lanka,8,Bangladesh,25,Bangladesh,25,2 wickets,Colombo (RPS),59306,"Mar 16, 2018",T20I # 661,1133822,T20I
Bangladesh,25,India,6,India,6,4 wickets,Colombo (RPS),59306,"Mar 18, 2018",T20I # 662,1133823,T20I
Pakistan,7,West Indies,4,Pakistan,7,143 runs,Karachi,58956,"Apr 1, 2018",T20I # 663,1140069,T20I
Pakistan,7,West Indies,4,Pakistan,7,82 runs,Karachi,58956,"Apr 2, 2018",T20I # 664,1140070,T20I
Pakistan,7,West Indies,4,Pakistan,7,8 wickets,Karachi,58956,"Apr 3, 2018",T20I # 665,1140071,T20I
Afghanistan,40,Bangladesh,25,Afghanistan,40,45 runs,Dehradun,1145946,"Jun 3, 2018",T20I # 667,1145982,T20I
Afghanistan,40,Bangladesh,25,Afghanistan,40,6 wickets,Dehradun,1145946,"Jun 5, 2018",T20I # 668,1145983,T20I
Afghanistan,40,Bangladesh,25,Afghanistan,40,1 run,Dehradun,1145946,"Jun 7, 2018",T20I # 669,1145984,T20I
Ireland,29,India,6,India,6,76 runs,Dublin (Malahide),58607,"Jun 27, 2018",T20I # 678,1140992,T20I
England,1,Australia,2,England,1,28 runs,Birmingham,56788,"Jun 27, 2018",T20I # 679,1119542,T20I
Ireland,29,India,6,India,6,143 runs,Dublin (Malahide),58607,"Jun 29, 2018",T20I # 680,1140993,T20I
Zimbabwe,9,Pakistan,7,Pakistan,7,74 runs,Harare,59545,"Jul 1, 2018",T20I # 681,1142913,T20I
Australia,2,Pakistan,7,Australia,2,9 wickets,Harare,59545,"Jul 2, 2018",T20I # 682,1142914,T20I
Zimbabwe,9,Australia,2,Australia,2,100 runs,Harare,59545,"Jul 3, 2018",T20I # 683,1142915,T20I
England,1,India,6,India,6,8 wickets,Manchester,57160,"Jul 3, 2018",T20I # 684,1119543,T20I
Zimbabwe,9,Pakistan,7,Pakistan,7,7 wickets,Harare,59545,"Jul 4, 2018",T20I # 685,1142916,T20I
Australia,2,Pakistan,7,Pakistan,7,45 runs,Harare,59545,"Jul 5, 2018",T20I # 686,1142917,T20I
Zimbabwe,9,Australia,2,Australia,2,5 wickets,Harare,59545,"Jul 6, 2018",T20I # 687,1142918,T20I
England,1,India,6,England,1,5 wickets,Cardiff,56874,"Jul 6, 2018",T20I # 688,1119544,T20I
Australia,2,Pakistan,7,Pakistan,7,6 wickets,Harare,59545,"Jul 8, 2018",T20I # 689,1142919,T20I
England,1,India,6,India,6,7 wickets,Bristol,56831,"Jul 8, 2018",T20I # 690,1119545,T20I
West Indies,4,Bangladesh,25,West Indies,4,7 wickets,Basseterre,59421,"Jul 31, 2018",T20I # 692,1146723,T20I
Bangladesh,25,West Indies,4,Bangladesh,25,12 runs,Lauderhill,378262,"Aug 4, 2018",T20I # 693,1146724,T20I
Bangladesh,25,West Indies,4,Bangladesh,25,19 runs,Lauderhill,378262,"Aug 5, 2018",T20I # 694,1146725,T20I
Sri Lanka,8,South Africa,3,Sri Lanka,8,3 wickets,Colombo (RPS),59306,"Aug 14, 2018",T20I # 695,1142589,T20I
Ireland,29,Afghanistan,40,Afghanistan,40,16 runs,Bready,58650,"Aug 20, 2018",T20I # 696,1150143,T20I
Ireland,29,Afghanistan,40,Afghanistan,40,81 runs,Bready,58650,"Aug 22, 2018",T20I # 697,1150144,T20I
South Africa,3,Zimbabwe,9,South Africa,3,34 runs,East London,59098,"Oct 9, 2018",T20I # 698,1144149,T20I
South Africa,3,Zimbabwe,9,South Africa,3,6 wickets,Potchefstroom,59172,"Oct 12, 2018",T20I # 699,1144150,T20I
Australia,2,Pakistan,7,Pakistan,7,66 runs,Abu Dhabi,59396,"Oct 24, 2018",T20I # 701,1157372,T20I
Australia,2,Pakistan,7,Pakistan,7,11 runs,Dubai (DSC),392627,"Oct 26, 2018",T20I # 702,1157373,T20I
Sri Lanka,8,England,1,England,1,30 runs,Colombo (RPS),59306,"Oct 27, 2018",T20I # 703,1140384,T20I
Australia,2,Pakistan,7,Pakistan,7,33 runs,Dubai (DSC),392627,"Oct 28, 2018",T20I # 704,1157374,T20I
New Zealand,5,Pakistan,7,Pakistan,7,2 runs,Abu Dhabi,59396,"Oct 31, 2018",T20I # 705,1157375,T20I
New Zealand,5,Pakistan,7,Pakistan,7,6 wickets,Dubai (DSC),392627,"Nov 2, 2018",T20I # 706,1157376,T20I
India,6,West Indies,4,India,6,5 wickets,Kolkata,57980,"Nov 4, 2018",T20I # 707,1157759,T20I
New Zealand,5,Pakistan,7,Pakistan,7,47 runs,Dubai (DSC),392627,"Nov 4, 2018",T20I # 708,1157377,T20I
India,6,West Indies,4,India,6,71 runs,Lucknow,1070094,"Nov 6, 2018",T20I # 709,1157760,T20I
India,6,West Indies,4,India,6,6 wickets,Chennai,58008,"Nov 11, 2018",T20I # 710,1157761,T20I
Australia,2,South Africa,3,South Africa,3,21 runs,Carrara,56383,"Nov 17, 2018",T20I # 711,1144989,T20I
Australia,2,India,6,Australia,2,4 runs,Brisbane,56336,"Nov 21, 2018",T20I # 712,1144990,T20I
Australia,2,India,6,no result,,,Melbourne,56441,"Nov 23, 2018",T20I # 713,1144991,T20I
Australia,2,India,6,India,6,6 wickets,Sydney,56544,"Nov 25, 2018",T20I # 714,1144992,T20I
Bangladesh,25,West Indies,4,West Indies,4,8 wickets,Sylhet,56689,"Dec 17, 2018",T20I # 715,1153317,T20I
Bangladesh,25,West Indies,4,Bangladesh,25,36 runs,Dhaka,236761,"Dec 20, 2018",T20I # 716,1153318,T20I
Bangladesh,25,West Indies,4,West Indies,4,50 runs,Dhaka,236761,"Dec 22, 2018",T20I # 717,1153319,T20I
New Zealand,5,Sri Lanka,8,New Zealand,5,35 runs,Auckland,58792,"Jan 11, 2019",T20I # 718,1153843,T20I
South Africa,3,Pakistan,7,South Africa,3,6 runs,Cape Town,59068,"Feb 1, 2019",T20I # 732,1144161,T20I
South Africa,3,Pakistan,7,South Africa,3,7 runs,Johannesburg,59120,"Feb 3, 2019",T20I # 734,1144162,T20I
New Zealand,5,India,6,New Zealand,5,80 runs,Wellington,58899,"Feb 6, 2019",T20I # 735,1153696,T20I
